"","EWS.T1","EWS.T2","EWS.T3","EWS.T4","EWS.T6","EWS.T7","EWS.T9","EWS.T11","EWS.T12","EWS.T13","EWS.T14","EWS.T15","EWS.T19","EWS.C8","EWS.C3","EWS.C2","EWS.C4","EWS.C6","EWS.C9","EWS.C7","EWS.C1","EWS.C11","EWS.C10","BL.C5","BL.C6","BL.C7","BL.C8","BL.C1","BL.C2","BL.C3","BL.C4","NB.C1","NB.C2","NB.C3","NB.C6","NB.C12","NB.C7","NB.C4","NB.C5","NB.C10","NB.C11","NB.C9","NB.C8","RMS.C4","RMS.C3","RMS.C9","RMS.C2","RMS.C5","RMS.C6","RMS.C7","RMS.C8","RMS.C10","RMS.C11","RMS.T1","RMS.T4","RMS.T2","RMS.T6","RMS.T7","RMS.T8","RMS.T5","RMS.T9","RMS.T3","RMS.T10","RMS.T11"
"205490",0.1893,0.3283,0.1556,0.1955,0.3741,0.29,0.3741,0.2276,0.3221,0.6443,0.2106,0.1686,0.2982,0.1257,0.1414,0.1603,0.2355,0.1989,0.1809,0.2642,0.2298,0.1702,0.1761,0.9395,0.5935,0.3787,0.1996,0.3695,0.3085,0.2665,0.4858,0.1435,0.2408,0.2342,0.1646,0.1743,0.1485,0.2378,0.2928,0.2427,0.183,0.1036,0.0512,0.463,0.4425,0.1681,0.1672,0.582,0.2007,0.3032,0.3312,0.2534,0.3054,0.2016,0.1656,0.1932,0.3101,0.2014,0.1648,0.3117,0.8025,0.1486,0.1652,0.2056
"292522",0.1222,0.2821,0.2536,0.4775,1.4653,0.0855,0.4299,0.2213,0.1385,0.3385,0.0823,0.1122,1.1203,0.0811,0.0639,0.0408,0.3355,0.0903,0.0825,0.1261,0.0644,0.0442,0.044,0.0793,0.0403,0.054,0.0545,0.192,0.0879,0.1423,0.0888,0.281,0.3041,0.21,0.5018,1.2736,0.1389,0.2922,0.5428,0.8911,0.3316,0.5615,1.2023,0.3587,0.211,0.0524,0.1219,0.5926,0.2476,0.2431,0.163,0.4176,0.0964,0.132,0.45,0.2527,0.3775,0.165,0.387,0.2969,0.6359,0.8065,1.085,0.2074
"193182",0.2772,0.9405,0.3314,0.2697,1.0846,0.3297,0.5038,0.2114,0.3455,1.0503,0.1317,0.3063,0.5201,0.1316,0.9084,0.7349,0.3967,0.1454,0.1405,0.2118,0.6007,0.1989,0.1218,0.6548,0.6188,0.7872,0.5643,0.3994,0.3927,0.3455,0.4954,0.1935,0.555,0.2792,0.1082,0.0378,0.4936,0.1346,0.0829,0.1105,0.0687,0.0993,0.0971,0.5463,0.7234,0.1899,0.1907,0.1608,0.3098,0.6596,0.8805,0.4364,0.4271,0.9181,0.5016,0.806,0.2719,0.3576,0.5197,0.6817,0.542,0.3409,0.1517,0.6379
"244637",1.986,1.6144,1.451,2.4014,1.0644,1.135,0.7216,1.1392,1.0208,0.8815,0.9696,1.1842,1.5031,0.3717,1.3527,0.9447,1.6972,0.6372,0.6061,1.2142,0.876,0.5355,0.1935,1.1857,1.6736,0.6696,0.524,0.5604,0.8653,0.5011,0.7727,1.3849,2.9106,1.9179,2.0067,3.614,2.9491,2.1254,2.6276,2.7556,1.5795,1.9627,1.9891,1.4441,0.3642,0.1424,0.5926,1.0448,1.1115,1.2288,0.0694,1.006,1.2945,1.0572,1.8272,1.0462,1.4562,1.1374,1.1416,1.1609,0.8824,1.162,0.6747,0.4101
"130892",0.1863,0.2297,0.1633,0.1442,0.1618,0.1319,0.1804,0.311,0.1248,0.1109,0.1346,0.1631,0.3912,0.1018,0.1126,0.1756,0.1857,0.1372,0.1292,0.162,0.0521,0.1379,0.0576,0.1848,0.1383,0.0916,0.0851,0.0841,0.1321,0.0875,0.1572,0.1376,0.7148,0.2872,0.126,0.1081,0.8398,0.1481,0.2901,0.3842,0.3963,0.2426,0.1235,0.1084,0.1519,0.1939,0.2723,0.1702,0.066,0.0456,0.1793,0.0506,0.2822,0.1251,0.2421,0.1319,0.2075,0.1612,0.1852,0.2003,0.4615,0.1508,0.1802,0.0931
"240208",0.7483,0.8604,0.867,0.4168,0.2889,0.6339,0.6016,0.8995,0.514,0.3452,0.199,0.1944,0.3874,0.1928,0.8351,0.8253,1.3134,0.4237,0.4093,0.2538,0.5161,1.2261,0.2312,1.0143,0.5678,0.7514,0.8236,2.8459,1.3927,1.4611,1.4972,0.5092,0.2395,0.6912,0.6193,0.2976,0.2206,0.5298,0.1587,0.6703,0.7064,0.6632,0.2597,0.8044,0.451,0.1827,0.3317,0.3694,0.6237,0.1715,0.2892,0.0505,0.7217,0.8879,0.8629,1.3466,0.6824,0.7053,0.4133,0.4168,0.4281,0.7133,0.5914,0.7637
"135688",0.7298,0.9607,0.3443,0.2658,0.1273,0.2955,0.2764,1.0349,0.4612,0.1332,0.4015,0.1777,0.405,0.3118,0.3006,0.2674,0.3603,0.2712,0.2506,0.1967,0.2446,1.5772,0.1996,0.0502,0.0487,0.0747,0.0718,0.1306,0.1031,0.1444,0.1253,2.4562,0.1181,1.6101,2.1833,0.0388,0.1102,1.3405,0.5558,2.1344,4.1421,4.022,1.7732,0.1361,0.2848,0.1805,0.1706,0.4158,0.1973,0.1657,0.1118,0.0302,0.1389,0.2633,0.2122,0.4141,0.1705,0.1605,0.0858,0.4282,0.3006,0.2106,0.1364,0.0987
"110503",0.1027,0.0646,0.102,0.1474,0.2318,0.1504,0.1549,0.1642,0.1337,0.2125,0.1196,0.178,0.1349,0.2497,0.1291,0.0991,0.107,0.1075,0.1069,0.1289,0.0309,0.1842,0.0958,0.1654,0.1674,0.1544,0.0932,0.0609,0.0728,0.1306,0.1283,0.1911,0.9527,0.1436,0.0747,0.1307,1.8687,0.2045,0.1319,0.1972,0.2381,0.13,0.1163,0.0273,0.156,0.1159,0.6788,0.1572,0.3533,0.101,0.3168,0.041,0.1774,0.1457,0.0679,0.2483,0.0082,0.1457,0.1622,0.3008,0.3975,0.0779,0.1585,0.2379
"413633",1.3403,0.1431,0.3248,2.9038,4.4078,1.3259,0.8217,1.2862,0.9764,1.2569,1.0307,1.9365,0.2599,0.4607,1.2485,0.4729,0.533,0.7248,0.688,1.7231,0.167,0.3211,0.209,1.6273,2.5452,0.582,1.0824,0.4855,0.2493,0.4436,1.1752,0.1193,0.9272,0.4667,0.3262,1.128,0.7834,0.0749,0.1253,0.2116,0.1667,0.3364,0.1818,0.7668,1.1082,1.8996,1.2266,1.3398,2.4149,1.1223,2.3318,1.4345,1.8132,2.76,2.1876,0.851,1.2222,0.7746,0.9548,1.3253,3.0458,0.8944,0.8243,3.7348
"783697",0.7759,0.4266,1.3256,1.9085,1.4118,0.6298,0.6663,0.481,1.4896,0.5138,0.3966,0.7765,1.1544,1.0209,0.1851,1.0751,0.7445,0.3545,0.3611,0.4214,0.6083,0.4443,0.4696,0.1452,1.1788,0.079,1.9108,0.9962,0.1237,0.0982,0.3022,1.2144,2.7983,0.571,1.1312,0.4206,2.5071,1.8062,0.8165,0.9461,1.4016,2.5016,0.581,0.7452,0.2161,0.1013,0.3042,1.1608,0.9981,0.271,0.8671,0.3809,0.9547,0.983,0.2023,1.5408,0.335,0.1124,0.7125,0.5679,0.5931,1.8438,0.2345,1.4493
"247582",0.3391,0.4104,0.4468,0.1273,0.4365,0.1892,0.341,0.2791,0.1789,0.1511,0.292,0.3033,0.5157,0.194,0.0953,0.1305,0.5155,0.1312,0.1154,0.1386,0.0676,0.1526,0.1363,0.6883,0.477,0.4673,0.3659,0.1465,0.1619,0.4366,1.0472,0.4811,0.1495,0.1789,0.0602,0.0644,0.1018,0.3338,0.1434,0.2059,0.117,0.158,0.1553,0.1011,0.5375,0.3093,0.0571,0.5712,0.2698,0.2434,0.6982,0.16,0.3332,0.5564,0.3068,0.6079,0.1105,0.1062,0.1961,0.5018,0.4056,0.3106,0.1089,0.2299
"323917",0.2712,0.3613,0.3343,0.13,0.1666,0.1484,0.2282,0.2288,0.0938,0.0891,0.1277,0.179,0.3948,0.2676,0.3339,0.4203,0.6195,0.382,0.3495,0.2702,0.4333,0.5561,0.4021,0.6881,0.3584,0.3329,0.2519,0.9141,0.605,1.3322,1.1411,0.5677,0.4045,0.3199,0.1597,0.141,0.3244,0.1878,0.2441,0.2648,0.2468,0.179,0.361,0.1908,0.2933,0.4738,0.2406,0.5078,0.1582,0.3152,0.9345,0.1776,0.5722,0.5641,0.6783,0.6337,0.1789,0.1816,0.2791,0.2644,0.5424,0.8971,0.0956,0.0796
"782503",1.4151,1.0701,0.6819,1.2264,1.5271,2.8123,1.3462,1.6894,1.9029,0.3742,2.1005,1.7983,1.8179,1.4633,0.5073,1.0354,1.1774,1.446,1.4128,1.4771,0.629,0.3942,0.5306,0.2137,0.1453,0.0587,0.117,0.3432,0.0523,0.1601,0.0589,0.7856,0.736,0.6254,1.0275,1.5493,0.5593,0.8668,1.2262,1.1988,0.7281,1.3223,2.141,0.455,1.1269,1.2344,0.6345,2.8297,0.9994,0.7778,0.6463,1.3918,0.5842,0.1481,0.2807,0.0821,0.3555,0.1618,0.2573,0.4337,0.6118,0.1235,0.4538,0.2211
